NoridaCome2.Typing.1,你不是副总监吗？,
NoridaCome2.Norida.2,只有名义上是那样,
NoridaCome2.Norida.200,老师说，先怀着一颗那样的心,
NoridaCome2.Norida.3,我进游戏行业其实没多久,
NoridaCome2.Norida.4,我离他还差得很远,
NoridaCome2.Norida.5,别的组都有很多人,
NoridaCome2.Norida.6,剧情组只有我和老师两个人,
NoridaCome2.Norida.7,他说过要我成为他的右手,
NoridaCome2.Norida.8,我一直都是为此努力工作的,
NoridaCome2.Monologue.9,这是精神控制吧……,
NoridaCome2.Monologue.10,要不要提——,
NoridaCome2.Monologue.11,等等等等——,
NoridaCome2.Monologue.12,我在脑内搜索了一下。,
NoridaCome2.Monologue.13,是不是 Nil 和我说过同样的话。,
NoridaCome2.Monologue.14,那家伙其实只是把我当成毕业了三年的实习生压榨……,
NoridaCome2.Monologue.15,等我完全放松了警惕，他就黑进我的银行卡卷款跑路……,
NoridaCome2.Monologue.16,啊……,
NoridaCome2.Monologue.17,我也好想找个人压榨。,
NoridaCome2.Monologue.18,还是别胡思乱想了。,
NoridaCome2.Norida.19,虽然我目前的工作也只是校对、配置，偶尔补补人设书,
NoridaCome2.Norida.20,写写支线和活动剧情,
NoridaCome2.Norida.21,我知道自己离副总监还差得很远,
NoridaCome2.Norida.22,有一天我会让自己配得上这个称呼的,
NoridaCome2.Typing.23.1,好的祝你成功,
NoridaCome2.Typing.23.2,/表情：OK,
NoridaCome2.Typing.25,说回来,
NoridaCome2.Typing.26.1,人丢了那么久你们没有报警吗？,
NoridaCome2.Norida.27,报了,
NoridaCome2.Norida.28,警察说没有证据证明他是被绑架或者有生命危险不能立案,
NoridaCome2.Typing.26.2,没有问过他的朋友吗？,
NoridaCome2.Norida.30,说起来很复杂，不过我认为老师应该没有什么朋友,
NoridaCome2.Norida.31,可能了解他行踪的人都已经问过，没有人知道他去哪了,
NoridaCome2.Typing.26.3,还有别的线索吗？,
NoridaCome2.Norida.33,我最后一次见到他是在机械洲的麻园游戏行业发展酒会上,
NoridaCome2.Norida.34,我那天喝醉了，他送我回的家,
NoridaCome2.Norida.35,这之后就再也没见过了,
NoridaCome2.Norida.36,所以这次要拜托您找到 Will 老师,
NoridaCome2.Norida.37,如果他不愿意露面的话，请您说服他提交剧本也可以,
NoridaCome2.Monologue.38,要说服一个不在线的人啊……,
NoridaCome2.Typing.39.1,这好像用不上我司的服务,
NoridaCome2.Typing.39.2,这好像超出了我的能力范畴,
NoridaCome2.Typing.39.3,找人的话我可能帮不上什么忙,
NoridaCome2.Norida.42,我知道开展这类工作十分辛苦,
NoridaCome2.Norida.43,我会给您一个合适的价格,
NoridaCome2.Norida.44,我手上有公司 10％ 股份，只要您能在 6 月 28 号之前找到老师和剧本,
NoridaCome2.Norida.45,我会分给您 5％,
NoridaCome2.Monologue.46,5％ 的公司股份……是什么概念啊……,
NoridaCome2.Norida.101,根据亚东经济法和公司目前的市值,
NoridaCome2.Norida.102,出售的话大概是六十万左右,
NoridaCome2.Norida.47,可能手续上会有些麻烦，这方面我也不是特别清楚,
NoridaCome2.Norida.103,但是金额不会错的,
NoridaCome2.Monologue.48,我靠！终于让我等到大单子了！！,
NoridaCome2.Monologue.49,我这一次要把我失去的——,
NoridaCome2.Monologue.50,全都拿回来！,
NoridaCome2.Typing.51,好，交给我吧！,
NoridaCome2.Norida.52,我也不瞒您，我还拜托了其他的法务和经纪公司,
NoridaCome2.Norida.53,我只能把股份给第一家公司,
NoridaCome2.Monologue.54,啧，这下有点紧张了啊。,
NoridaCome2.Typing.55,有什么线索是你可以提供给我的吗,
NoridaCome2.Norida.56,公司的剩下两位创始人，主程序 Frank 和主美术 Viz,
NoridaCome2.Norida.57,Frank 和老师积怨很深,
NoridaCome2.Norida.58,我觉得从他那里可能得不到什么老师的情报,
NoridaCome2.Norida.59,Viz 姐的话，虽然两人都否认过，不过他们应该有点暧昧关系,
NoridaCome2.Norida.60,老师藏在 Viz 姐家里也不是没可能,
NoridaCome2.Norida.61,太复杂了……我也说不清楚,
NoridaCome2.Typing.62,他在公司的电脑检查过了吗？,
NoridaCome2.Norida.63,Frank 让 IT 解锁以后看过了，电脑是空的,
NoridaCome2.Norida.64,所有痕迹都被清理掉了,
NoridaCome2.Norida.65,总之一切都要拜托给您了,
NoridaCome2.Norida.66,如果是您的话一定能找到老师的,
NoridaCome2.Norida.67,我可能最近两天都不会上网聊天了,
NoridaCome2.Norida.68,我想想还有什么事情要说的,
NoridaCome2.Typing.69.1,你要准备跑路了吗？,
NoridaCome2.Norida.70,怎么会,
NoridaCome2.Typing.69.2,你要去做什么？,
NoridaCome2.Norida.72,公司现在乌烟瘴气的一团糟,
NoridaCome2.Norida.73,去公司办公的话会被 Frank 纠缠,
