D2NewModel.Monologue.11,> <color=#A69884>今天网络替身兼职的事情已经做完了。,
D2NewModel.Monologue.12,> <color=#A69884><color=#DB7F20> 好友列表  </color>里没有什么特别感兴趣的事情的话，,
D2NewModel.Monologue.13,> <color=#A69884>就保存记录下楼走走吧。,
D2NewModel.Monologue.1,等一下……,
D2NewModel.Monologue.2,二级建筑师……,
D2NewModel.Monologue.3,我刚刚是不是说到了<color=#DB7F20> 二级建筑师 </color>……,
D2NewModel.Monologue.4,"靠……
今天一直忙着聊天差点把重要的事情忘了。",
D2NewModel.Monologue.5,比赛的建筑模型还没搞。,
D2NewModel.Todo.-1,打开 Sketching 软件,
D2NewModel.Monologue.6,熟悉的界面。,
D2NewModel.Monologue.7,好像又回到了办公室。,
D2NewModel.Monologue.8,整。,
D2NewModel.Monologue.9,"> <color=#A69884>启动 Sketching 后，
在合适的时机按下正确的操作即可推进设计进度。",
D2NewModel.Monologue.10,> <color=#A69884>如果<color=#DB7F20> 兼职的这两天 </color>花点时间在设计上说不定能增加获奖的概率。,
