HollyRe.Holly.1,……,
HollyRe.Miki.2,你来得好早。,
HollyRe.Holly.3,嗯，正好在附近办事。,
HollyRe.Miki.4.1,辛苦了。,
HollyRe.Holly.5,不会，都是份内的事情。,
HollyRe.Miki.4.2,什么事情？,
HollyRe.Holly.7,公司的事情。,
HollyRe.Holly.8,我不能说太多。,
HollyRe.Miki.9,烟花节也不休假。,
HollyRe.Holly.10,烟花节……我以前每年都看。,
HollyRe.Holly.11,今年突然觉得没什么兴趣了。,
HollyRe.Holly.12,不过今天有三倍工资。,
HollyRe.Holly.13,而且可以摸鱼来见你。,
HollyRe.Holly.14,我还挺高兴的。,
HollyRe.Holly.15,所以今天为什么想见面？,
HollyRe.Miki.16,（节奏这么快吗……）,
HollyRe.Miki.17.1,我喜欢你。,
HollyRe.Holly.18,无聊的玩笑吗？,
HollyRe.Holly.19,你对我很重要。,
HollyRe.Holly.20,请少开这种玩笑。,
HollyRe.Miki.17.2,就是想和你在一起。,
HollyRe.Holly.22,好。其实和我待在一起没什么意思。,
HollyRe.Miki.23,我有点想知道——,
HollyRe.Miki.24,这身衣服是你的工作服吗？,
HollyRe.Holly.25,这个吗？不是。,
HollyRe.Holly.26,我想改变，所以给自己换了身行头。,
HollyRe.Holly.27,不过……这只是身行头。,
HollyRe.Holly.28,我什么都没能改变。,
HollyRe.Miki.29.1,我觉得你变化挺大的。,
HollyRe.Holly.30,别太在意外表，Miki。,
HollyRe.Holly.31,我的心里是一摊烂泥。,
HollyRe.Miki.29.2,确实没有什么变化。,
HollyRe.Holly.33,嗯，我知道你能看出来。,
HollyRe.Holly.1201,我小的时候拉过大提琴。,
HollyRe.Holly.1202,看着夕阳，听见警车穿过我就会想起大提琴。,
HollyRe.Holly.1203,我家在医院停救护车的停车场边上。,
HollyRe.Holly.1204,警笛会一直响。,
HollyRe.Holly.1205,你想去看看吗？,
HollyRe.Holly.1206,我爸妈今天不在家。,
HollyRe.Miki.1207,我——,
HollyRe.Holly.1208,算了，没什么可看的。,
HollyRe.Holly.1209,你觉得我还有救吗？,
HollyRe.Miki.1210,你不高兴吗？,
HollyRe.Holly.1211,没有。我真的很高兴。,
HollyRe.Holly.1212,只是我无言。不知道说什么好。,
HollyRe.Miki.1213,在哪方面？,
HollyRe.Holly.1214,任何方面都没救了。,
HollyRe.Holly.1215,每次和你在一起都是这样。,
HollyRe.Holly.1216,就会克制不住说这种怪话的冲动。,
HollyRe.Holly.1217,你知道我平时不是这样的。,
HollyRe.Holly.1218,……,
HollyRe.Holly.1219,我可以教你骑摩托车。,
HollyRe.Holly.1220,带我离开这里吧。,
HollyRe.Miki.1221,你的摩托在哪？,
HollyRe.Holly.1222,停在星见站旁边的停车场。,
HollyRe.Miki.1223,走吧。,
HollyRe.Holly.1224,去哪？,
HollyRe.Miki.1225,去羊火锅吧。,
HollyRe.Miki.1226,在羊火锅一起吃了巧克力蛋糕的人就能走到永远。,
HollyRe.Holly.1227,……,
HollyRe.Miki.1228,……,
HollyRe.Miki.1229,去 829 咖啡吧。,
HollyRe.Holly.1230,我不喝咖啡。,
HollyRe.Miki.1231,也有别的东西。,
HollyRe.Holly.1232,……,
HollyRe.Holly.1233,谢谢。,
HollyRe.Holly.1234,对我这么温柔，这样会没有好下场的。,
HollyRe.Holly.1235,我们太不一样了，Miki。,
HollyRe.Holly.38,我什么都没有。,
HollyRe.Holly.39,……,
HollyRe.Miki.40,我觉得我也——,
HollyRe.Miki.1001,谈不上拥有什么。,
HollyRe.Miki.1101,车啊、房啊、存款都没有。,
HollyRe.Miki.1102,什么都没有。,
HollyRe.Holly.1103,那些都不重要。,
HollyRe.Miki.1104,没什么拿得出手的作品。,
HollyRe.Miki.1105,一直在修格子楼。,
HollyRe.Holly.1106,你是我认识的最好的建筑师。,
HollyRe.Miki.1107,你能这么说我是有点高兴——,
HollyRe.Miki.1108,不过考虑到你可能只认识我一个建筑师——,
HollyRe.Miki.1109,没什么人在乎我。,
HollyRe.Holly.1110,至少有我在乎。,
HollyRe.Miki.1111,……谢谢。,
HollyRe.Holly.41,我想摆脱掉。,
HollyRe.Holly.42,对不起……,
HollyRe.Holly.43,我只是想摆脱掉这个没有用的自己。,
HollyRe.Holly.44,……,
HollyRe.Holly.45,不想过没有意义人生。,
HollyRe.Miki.46,别这么——,
HollyRe.Holly.47,只要能被别人当成一回事——,
HollyRe.Holly.1002,不要变成那个被瞧不起、谁都不在乎的人。,
HollyRe.Holly.1003,付出什么代价都可以。,
HollyRe.Miki.1004,不是有我在这里。,
HollyRe.Holly.1005,……嗯。我知道。,
HollyRe.Miki.1006,不说话。,
HollyRe.Holly.48,很阴暗吧，这种想法？,
HollyRe.Holly.49,我知道 TT 不好。,
HollyRe.Holly.50,搞了很多见不得人的事情。,
HollyRe.Holly.51,FINDER 也是一个没有前途的炮灰岗位。,
HollyRe.Holly.52,但一想到能加入 TT 我还是很兴奋。,
HollyRe.Holly.53,我已经没救了。,
HollyRe.Holly.54,只要能，能让我觉得安全的——,
HollyRe.Miki.55,那——,
HollyRe.Holly.1007,明、明明发过誓不再落泪的……,
HollyRe.Holly.56,我要说的话说完了。,
HollyRe.Holly.57,我该走了。,
HollyRe.Holly.58,很高兴认识你。,
HollyRe.Miki.59,等一下——！,
HollyRe.Miki.60.1,去自首吧。,
HollyRe.Holly.61,……嗯？,
HollyRe.Miki.62,如果你已经为 TT 做了什么违法的事情。,
HollyRe.Miki.63,现在去自首还来得及。,
HollyRe.Miki.64,我会为你作证的。,
HollyRe.Holly.65,作证……？,
HollyRe.Miki.66,那次你明明查到了我和 Nil 的证据。,
HollyRe.Miki.67,你还是放了我们一马。,
HollyRe.Holly.68,所以？,
HollyRe.Miki.69,所以……我……,
HollyRe.Miki.70,也许能证明……证明……你是个好人。,
HollyRe.Miki.71,帮你定个未遂……,
HollyRe.Miki.72,或者是中止一类的……,
HollyRe.Miki.73,我不太清——,
HollyRe.Holly.74,哈哈……,
HollyRe.Holly.75,哈哈哈哈——！,
HollyRe.Holly.76,Miki。,
HollyRe.Miki.77.1,不要突然怪笑啊。,
HollyRe.Miki.77.2,怎么了？,
HollyRe.Miki.60.2,留下来吧。,
HollyRe.Miki.80,最精彩的烟花群马上就要来了。,
HollyRe.Miki.81,我不太懂，你不能传达恋慕的原因。,
HollyRe.Miki.82,因为我是个女的吗？,
HollyRe.Holly.83,不是的！,
HollyRe.Miki.84,留下来吧。,
HollyRe.Miki.85,我刚刚说过的，我喜欢你。,
HollyRe.Miki.86,哪怕不能陪你走到最后。,
HollyRe.Miki.87,以今天为原点开始新的生活吧。,
HollyRe.Holly.98,你是我的救赎。,
HollyRe.Holly.1008,能在网上遇见你是我此生最幸运的事情。,
HollyRe.Holly.1009,我想……,
HollyRe.Holly.1010,我想学着放下那些执着了。,
HollyRe.Holly.99,停一停吧。,
HollyRe.Miki.100.1,什么？,
HollyRe.Miki.100.2,不说话。,
HollyRe.Holly.102,请时间停下来吧。,
HollyRe.Holly.103,要是能永远留在此刻就好了。,
HollyRe.Miki.104,是啊。,
HollyRe.Miki.105,稍微有点突然不过——,
HollyRe.Miki.106.1,你有杀过人吗？,
HollyRe.Holly.107,当然没有。,
HollyRe.Holly.108,我只有配电击枪而已。,
HollyRe.Miki.109,被问了这种问题也不生气？,
HollyRe.Holly.110,不会生气。,
HollyRe.Holly.111,因为问的人是你。,
HollyRe.Miki.106.2,我有点站不住了。,
HollyRe.Holly.113,靠在我身上吧。,
HollyRe.Miki.114,真、真的可以吗？,
HollyRe.Holly.115,嗯，我不会松手的。,
HollyRe.Holly.116,……,
HollyRe.Holly.117,Mi、Miki、我好像、有点撑不住——,
HollyRe.Miki.118,啊？,
HollyRe.Holly.119,啊——！喂、喂、啊——！,
