NilReply.Todo.100,问问 Nil 电脑发生了什么情况,
NilReply.Todo.101,Nil 没有回复,
NilReply.Monologue.1,应该是恢复正常了。,
NilReply.Monologue.2,继续工作吧，今天的案子相当棘手。,
NilReply.Monologue.3,不过……刚刚到底发生了什么？,
NilReply.Monologue.4,Nil 的软件出了什么问题吗？,
NilReply.Typing.5.1,嘿，小老弟,
NilReply.Typing.5.2,嘿，海鸥侠,
NilReply.Monologue.7,醉酒喵。,
NilReply.Monologue.8,……,
NilReply.Monologue.9,不在线，没有醉酒，也没有自动回复。,
NilReply.Monologue.10,Nil 不会出什么事了吧……,
NilReply.Typing.11,喂喂喂,
NilReply.Typing.12,收到请回复，Over,
NilReply.Typing.13,你的软件出问题了,
NilReply.Typing.14,有个人一直会把我挤掉线,
NilReply.Typing.15,求救，SOS,
