KaedeVideo.Kaede.1,Miki，你在哪呢？,
KaedeVideo.Miki.2,我在家呢。,
KaedeVideo.Kaede.4.0,哦，你在宿舍玩电脑吗？,
KaedeVideo.Miki.4.1,呃，算是吧。,
KaedeVideo.Miki.4.2,呃，没有。,
KaedeVideo.Miki.4.3,我毕业好久了。,
KaedeVideo.Kaede.7,……,
KaedeVideo.Miki.8,……,
KaedeVideo.Kaede.9,……,
KaedeVideo.Miki.10,……,
KaedeVideo.Kaede.11,那件事情已经过去了。,
KaedeVideo.Kaede.12,明白吗？,
KaedeVideo.Kaede.13,那是我的选择。,
KaedeVideo.Miki.14,好。,
KaedeVideo.Miki.15.1,你怎么不问问我是怎么知道的？,
KaedeVideo.Kaede.16,为什么要问？,
KaedeVideo.Miki.15.2,你就没怀疑过我是不是真的知道？,
KaedeVideo.Kaede.18,没怀疑过。,
KaedeVideo.Kaede.19,我说过，你是个天才。,
KaedeVideo.Kaede.20,哈哈。,
KaedeVideo.Kaede.21,我一直觉得很惭愧没能给你更好的教育更好的环境。,
KaedeVideo.Kaede.22,在你小的时候，我一直在忙医院的事情。,
KaedeVideo.Kaede.23,都没怎么陪过你。,
KaedeVideo.Kaede.24,我很惭愧。,
KaedeVideo.Kaede.25,我至今也不太理解你为什么要去麻园。,
KaedeVideo.Kaede.26,给房东打工，受老板的洋罪。,
KaedeVideo.Kaede.27,哪条麻蛇不咬人？,
KaedeVideo.Kaede.28,处心积虑、当牛做马去建别人的房子。,
KaedeVideo.Kaede.29,我觉得压根没有必要。,
KaedeVideo.Kaede.30,你如果能去考一个研究生。,
KaedeVideo.Kaede.31,至少要这个学历才能支撑你走得更远——,
KaedeVideo.Daisy.32,妈，不是说这个啦。,
KaedeVideo.Kaede.33,嗯……？,
KaedeVideo.Kaede.34,哦，我知道我知道。,
KaedeVideo.Miki.35,Daisy 也在旁边吗？,
KaedeVideo.Kaede.36,她在旁边熨衣服。,
KaedeVideo.Kaede.37,我让她跟你说两句。,
KaedeVideo.Daisy.38,哎呀，不要啦，你自己说。,
KaedeVideo.Kaede.39,……,
KaedeVideo.Miki.40,……,
KaedeVideo.Kaede.41,我不想看见你难过。,
KaedeVideo.Kaede.42,我受过的——,
KaedeVideo.Miki.43,妈，我——,
KaedeVideo.Kaede.44,嗯？怎么了？,
KaedeVideo.Miki.45,就是很感谢。,
KaedeVideo.Miki.46,就是觉得对不起。,
KaedeVideo.Miki.47,你本来可以在医院里面干下去的。,
KaedeVideo.Miki.48,我知道你一直都很想在编制里——,
KaedeVideo.Miki.49,唉，我不该麻烦你的。,
KaedeVideo.Kaede.50,……,
KaedeVideo.Miki.51,……,
KaedeVideo.Kaede.52,你长大了，Miki。,
KaedeVideo.Miki.53.1,好像完全没有。,
KaedeVideo.Miki.54,现在的我，和十五岁的我比起来好像没有任何长进。,
KaedeVideo.Miki.53.2,有一点吧。,
KaedeVideo.Miki.56,明白了成年人的辛苦。,
KaedeVideo.Kaede.57,Zoy 是个烂人。,
KaedeVideo.Kaede.58,她自然会有她的报应。,
KaedeVideo.Kaede.59,别用她的过错来惩罚自己。,
KaedeVideo.Miki.60,嗯，我可能——,
KaedeVideo.Miki.61.1,不能原谅自己。,
KaedeVideo.Miki.61.2,需要点时间。,
KaedeVideo.Kaede.63,……,
KaedeVideo.Kaede.64,Miki。,
KaedeVideo.Kaede.65,有件事情你一直没搞清楚——,
KaedeVideo.Kaede.66,你知道是什么吗？,
KaedeVideo.Miki.67,什么?,
KaedeVideo.Kaede.68,没有什么人、任何事比你和 Daisy 重要。,
KaedeVideo.Kaede.69,……,
KaedeVideo.Daisy.70,妈……这个真的好感人。,
KaedeVideo.Daisy.71,我……我已经……,
KaedeVideo.Daisy.72,呜呜呜……,
KaedeVideo.Daisy.73,啊！哥哥的眼睛也红了！,
KaedeVideo.Daisy.74,啊！姐姐的眼睛也红了！,
KaedeVideo.Miki.75,我……,
KaedeVideo.Daisy.76,快说那个，妈。,
KaedeVideo.Daisy.77,不然一会你哭起来就来不及了。,
KaedeVideo.Kaede.78,哎呀，你在乱说些什么啊。,
KaedeVideo.Miki.79,什……么……？,
KaedeVideo.Kaede.80,我爱你，Miki。,
KaedeVideo.Kaede.81,你是我的骄傲。,
KaedeVideo.Monologue.82,……,
KaedeVideo.Monologue.83,……这是我有生以来第一次听到老妈说这句话。,
KaedeVideo.Monologue.84,啊，鼻子好酸。,
KaedeVideo.Monologue.85,眼睛也红了。,
KaedeVideo.Monologue.86,我在干什么到底……,
KaedeVideo.Daisy.87,啦啦啦，是我呀。,
KaedeVideo.Miki.88,……怎——,
KaedeVideo.Miki.89,咳咳——,
KaedeVideo.Miki.90,怎么了？,
KaedeVideo.Miki.91,老妈呢？,
KaedeVideo.Daisy.92,她去厕所擦鼻血啦。,
KaedeVideo.Daisy.93,这也许就是亲情的力量吧。,
KaedeVideo.Miki.94,小鬼头……,
KaedeVideo.Daisy.95,啊——什么——？,
KaedeVideo.Daisy.96,我没有乱说啦——！,
KaedeVideo.Daisy.97,哦——,
KaedeVideo.Daisy.98,老妈问你红叶节黄金周的时候要不要回大川？,
KaedeVideo.Miki.99,黄金周假期不是只有五天了吗？,
KaedeVideo.Daisy.100,但是她给你包机票哦。,
KaedeVideo.Miki.101,我不知道设计院会不会加班啊。,
KaedeVideo.Miki.102,如果我不加班的话就回。,
KaedeVideo.Daisy.103,那个，老哥……（小声）,
KaedeVideo.Daisy.104,那个，老姐……（小声）,
KaedeVideo.Daisy.105,你能不能加一下班？（小声）,
KaedeVideo.Daisy.106,老妈说如果你加班我们就去麻园找你。（小声）,
KaedeVideo.Daisy.107,我想吃麻园的砂锅饭和卤面。（小声）,
KaedeVideo.Miki.108.1,可以。,
KaedeVideo.Daisy.109,好耶！,
KaedeVideo.Miki.108.2,不行。,
KaedeVideo.Daisy.111,诶……好吧。,
KaedeVideo.Daisy.112,哦哦哦，老妈回来了！,
KaedeVideo.Daisy.113,我先挂啦。,
